id	modelid	analysableid	timesplitting	fileid	sampleids	timecreated
1	1	3	\\tool_inspire\\local\\time_splitting\\no_splitting	671	{"6":6,"7":7,"8":8,"9":9,"10":10,"11":11,"12":12,"13":13,"14":14,"15":15}	1497637909
